id,title,freq
1,sein,NULL
2,haben,NULL
3,werden,NULL
4,können,NULL
5,müssen,NULL
6,sagen,NULL
7,machen,NULL
8,geben,NULL
9,kommen,NULL
10,sollen,NULL
11,wollen,NULL
12,gehen,NULL
13,wissen,NULL
14,sehen,NULL
15,lassen,NULL
16,stehen,NULL
17,finden,NULL
18,bleiben,NULL
19,liegen,NULL
20,heißen,NULL
21,denken,NULL
22,nehmen,NULL
23,tun,NULL
24,dürfen,NULL
25,glauben,NULL
26,halten,NULL
27,nennen,NULL
28,mögen,NULL
29,zeigen,NULL
30,führen,NULL
31,sprechen,NULL
32,bringen,NULL
33,leben,NULL
34,fahren,NULL
35,meinen,NULL
36,fragen,NULL
37,kennen,NULL
38,gelten,NULL
39,stellen,NULL
40,spielen,NULL
41,arbeiten,NULL
42,brauchen,NULL
43,folgen,NULL
44,lernen,NULL
45,bestehen,NULL
46,verstehen,NULL
47,setzen,NULL
48,bekommen,NULL
49,beginnen,NULL
50,erzählen,NULL
51,versuchen,NULL
52,schreiben,NULL
53,laufen,NULL
54,erklären,NULL
55,entsprechen,NULL
56,sitzen,NULL
57,ziehen,NULL
58,scheinen,NULL
59,fallen,NULL
60,gehören,NULL
61,entstehen,NULL
62,erhalten,NULL
63,treffen,NULL
64,suchen,NULL
65,legen,NULL
66,vor·stellen,NULL
67,handeln,NULL
68,erreichen,NULL
69,tragen,NULL
70,schaffen,NULL
71,lesen,NULL
72,verlieren,NULL
73,dar·stellen,NULL
74,erkennen,NULL
75,entwickeln,NULL
76,reden,NULL
77,aus·sehen,NULL
78,erscheinen,NULL
79,bilden,NULL
80,an·fangen,NULL
81,erwarten,NULL
82,wohnen,NULL
83,betreffen,NULL
84,warten,NULL
85,vergehen,NULL
86,helfen,NULL
87,gewinnen,NULL
88,schließen,NULL
89,fühlen,NULL
90,bieten,NULL
91,interessieren,NULL
92,erinnern,NULL
93,ergeben,NULL
94,an·bieten,NULL
95,studieren,NULL
96,verbinden,NULL
97,an·sehen,NULL
98,fehlen,NULL
99,bedeuten,NULL
100,vergleichen,NULL
101,achten,NULL
102,anerkennen,NULL
103,anfangen,NULL
104,angeln,NULL
105,ankommen,NULL
106,ändern,NULL
107,angreifen,NULL
108,anhaben,NULL
109,annehmen,NULL
110,anrufen,NULL
111,antworten,NULL
112,"sich anziehen",NULL
113,ärgern,NULL
114,atmen,NULL
115,auffallen,NULL
116,auskommen,NULL
117,ausstellen,NULL
118,"sich ausziehen",NULL
119,backen,NULL
120,baden,NULL
121,bauen,NULL
122,beben,NULL
123,"sich bedienen",NULL
124,befehlen,NULL
125,"sich befinden",NULL
126,befreien,NULL
127,begegnen,NULL
128,begleiten,NULL
129,behalten,NULL
130,beissen,NULL
131,beleben,NULL
132,beleidigen,NULL
133,bellen,NULL
134,belohnen,NULL
135,bergen,NULL
136,berichten,NULL
137,bersten,NULL
138,besitzen,NULL
139,bestellen,NULL
140,besuchen,NULL
141,beten,NULL
142,betrügen,NULL
143,bewegen,NULL
144,bezahlen,NULL
145,biegen,NULL
146,binden,NULL
147,bitten,NULL
148,blasen,NULL
149,blicken,NULL
150,blitzen,NULL
151,blühen,NULL
152,bluten,NULL
153,braten,NULL
154,brauen,NULL
155,brausen,NULL
156,brechen,NULL
157,brennen,NULL
158,brüllen,NULL
159,bürsten,NULL
160,dämmen,NULL
161,dämmern,NULL
162,dampfen,NULL
163,dämpfen,NULL
164,danken,NULL
165,darstellen,NULL
166,dauern,NULL
167,decken,NULL
168,dehnen,NULL
169,demonstrieren,NULL
170,deuten,NULL
171,dichten,NULL
172,dienen,NULL
173,dringen,NULL
174,drucken,NULL
175,drücken,NULL
176,ducken,NULL
177,dürsten,NULL
178,ehren,NULL
179,einatmen,NULL
180,einbauen,NULL
181,"sich einbilden",NULL
182,empfangen,NULL
183,empfehlen,NULL
184,empfinden,NULL
185,entbehren,NULL
186,entdecken,NULL
187,entfernen,NULL
188,entführen,NULL
189,entgegenen,NULL
190,enthalten,NULL
191,entkommen,NULL
192,entschuldigen,NULL
193,erfinden,NULL
194,"sich erinnern",NULL
195,"sich erkälten",NULL
196,erlöschen,NULL
197,errichten,NULL
198,erschöpfen,NULL
199,erschrecken,NULL
200,ersticken,NULL
201,erwägen,NULL
202,erwähnen,NULL
203,essen,NULL
204,fällen,NULL
205,falten,NULL
206,fangen,NULL
207,fassen,NULL
208,fechten,NULL
209,feststellen,NULL
210,flicken,NULL
211,fliegen,NULL
212,fliehen,NULL
213,fließen,NULL
214,fluchen,NULL
215,fluten,NULL
216,fressen,NULL
217,"sich freuen",NULL
218,frieren,NULL
219,frühstücken,NULL
220,füllen,NULL
221,fürchten,NULL
222,gähnen,NULL
223,gären,NULL
224,gebären,NULL
225,gebrauchen,NULL
226,gedeihen,NULL
227,gefallen,NULL
228,gelingen,NULL
229,genesen,NULL
230,"sich genieren",NULL
231,genießen,NULL
232,geraten,NULL
233,geschehen,NULL
234,"sich gewöhnen",NULL
235,gießen,NULL
236,glänzen,NULL
237,gleichen,NULL
238,gleiten,NULL
239,glotzen,NULL
240,glühen,NULL
241,graben,NULL
242,greifen,NULL
243,grollen,NULL
244,grüßen,NULL
245,gucken,NULL
246,hämmern,NULL
247,hängen,NULL
248,hassen,NULL
249,hauen,NULL
250,heben,NULL
251,heiraten,NULL
252,heilen,NULL
253,heizen,NULL
254,herausbekommen,NULL
255,herausfordern,NULL
256,hetzen,NULL
257,heulen,NULL
258,hindern,NULL
259,hoffen,NULL
260,hören,NULL
261,hüpfen,NULL
262,husten,NULL
263,identifizieren,NULL
264,immatrikulieren,NULL
265,impfen,NULL
266,imponieren,NULL
267,importieren,NULL
268,informieren,NULL
269,"sich interessieren (für)",NULL
270,irren,NULL
271,irritieren,NULL
272,isolieren,NULL
273,jagen,NULL
274,jammern,NULL
275,jauchzen,NULL
276,jaulen,NULL
277,jobben,NULL
278,jodeln,NULL
279,joggen,NULL
280,jucken,NULL
281,justieren,NULL
282,kämmen,NULL
283,kämpfen,NULL
284,kauen,NULL
285,kaufen,NULL
286,kehren,NULL
