id,title,freq
1,abandonar,NULL
2,abjurar,NULL
3,ablandar,NULL
4,ablandarse,NULL
5,abochornar,NULL
6,abofetear,NULL
7,abolir,NULL
8,abonarse,NULL
9,abordar,NULL
10,abortar,NULL
11,abovedar,NULL
12,abrasar,NULL
13,abrazar,NULL
14,abreviar,NULL
15,abrir,NULL
16,abrochar,NULL
17,abrumar,NULL
18,absorber,NULL
19,abuchear,NULL
20,abundar,NULL
21,aburrir,NULL
22,aburrirse,NULL
23,abusar,NULL
24,acabar,NULL
25,acallar,NULL
26,acampar,NULL
27,acaparar,NULL
28,acariciar,NULL
29,acceder,NULL
30,accionar,NULL
31,acechar,NULL
32,aceitar,NULL
33,acelerar,NULL
34,acentuar,NULL
35,acepillar,NULL
36,aceptar,NULL
37,acerar,NULL
38,acercar,NULL
39,achatar,NULL
40,acicalar,NULL
41,aclamar,NULL
42,aclarar,NULL
43,aclimatar,NULL
44,acoger,NULL
45,acolchar,NULL
46,acometer,NULL
47,acomodar,NULL
48,acompañar,NULL
49,aconsejar,NULL
50,acoplar,NULL
51,acordar,NULL
52,acorralar,NULL
53,acosar,NULL
54,acostar,NULL
55,acostarse,NULL
56,acotar,NULL
57,acreditar,NULL
58,acribillar,NULL
59,activar,NULL
60,actuar,NULL
61,acuartelar,NULL
62,acumular,NULL
63,acunar,NULL
64,acusar,NULL
65,acuñar,NULL
66,adaptar,NULL
67,adecentar,NULL
68,adelantar,NULL
69,adherir,NULL
70,adiestrar,NULL
71,adivinar,NULL
72,adjuntar,NULL
73,administrar,NULL
74,admirar,NULL
75,admitir,NULL
76,adobar,NULL
77,adoptar,NULL
78,adorar,NULL
79,adornar,NULL
80,adular,NULL
81,adulterar,NULL
82,afectar,NULL
83,afeitar,NULL
84,afeitarse,NULL
85,afilar,NULL
86,afinar,NULL
87,afirmar,NULL
88,agarrar,NULL
89,agitar,NULL
90,agorar,NULL
91,agriar,NULL
92,ahogar,NULL
93,alargar,NULL
94,alegrar,NULL
95,alimentar,NULL
96,aliviar,NULL
97,alquilar,NULL
98,amar,NULL
99,amenazar,NULL
100,ampliar,NULL
101,andar,NULL
102,animar,NULL
103,anticipar,NULL
104,apagar,NULL
105,aparcar,NULL
106,aparecer,NULL
107,aplaudir,NULL
108,aplicar,NULL
109,apostar,NULL
110,apoyar,NULL
111,aprender,NULL
112,aprovechar,NULL
113,apuntar,NULL
114,arder,NULL
115,arreglar,NULL
116,arrepentir,NULL
117,arriesgar,NULL
118,arrojar,NULL
119,asegurar,NULL
120,asentir,NULL
121,asesinar,NULL
122,asistir,NULL
123,asolar,NULL
124,atacar,NULL
125,atender,NULL
126,atenuar,NULL
127,aterrar,NULL
128,aterrizar,NULL
129,atracar,NULL
130,atrapar,NULL
131,aumentar,NULL
132,avanzar,NULL
133,avisar,NULL
134,ayudar,NULL
135,añadir,NULL
136,aflojar,NULL
137,afrentar,NULL
138,afrontar,NULL
139,agenciar,NULL
140,agotar,NULL
141,agradar,NULL
142,agradecer,NULL
143,agrandar,NULL
144,agravar,NULL
145,agraviar,NULL
146,agrietar,NULL
147,aguantar,NULL
148,aguardar,NULL
149,aguijar,NULL
150,agujerear,NULL
151,ahondar,NULL
152,ahorrar,NULL
153,airear,NULL
154,ajustar,NULL
155,ajusticiar,NULL
156,alabar,NULL
157,alabear,NULL
158,alancear,NULL
159,alarmar,NULL
160,alcanzar,NULL
161,alear,NULL
162,alegrarse,NULL
163,alejar,NULL
164,alertar,NULL
165,alfombrar,NULL
166,aligerar,NULL
167,alisar,NULL
168,alistar,NULL
169,allanar,NULL
170,almacenar,NULL
171,almorzar,NULL
172,alojar,NULL
173,alquitranar,NULL
174,alterar,NULL
175,alucinar,NULL
176,alumbrar,NULL
177,amainar,NULL
178,amamantar,NULL
179,amarrar,NULL
180,amasar,NULL
181,ambicionar,NULL
182,amonestar,NULL
183,amotinar,NULL
184,ampollar,NULL
185,amputar,NULL
186,amueblar,NULL
187,anclar,NULL
188,anestesiar,NULL
189,anexar,NULL
190,angostar,NULL
191,anhelar,NULL
192,anidar,NULL
193,aniquilar,NULL
194,anotar,NULL
195,anular,NULL
196,anunciar,NULL
197,apadrinar,NULL
198,aparear,NULL
199,aparejar,NULL
200,aparentar,NULL
201,apartar,NULL
202,apedrear,NULL
203,apelar,NULL
204,apestar,NULL
205,apisonar,NULL
206,aplanar,NULL
207,aplastar,NULL
208,apocopar,NULL
209,apoderar,NULL
210,aportar,NULL
211,apoyarse,NULL
212,apreciar,NULL
213,aprehender,NULL
214,apremiar,NULL
215,apresurar,NULL
216,aproximar,NULL
217,apurarse,NULL
218,apuñalar,NULL
219,aquejar,NULL
220,aquietar,NULL
221,arañar,NULL
222,arbitrar,NULL
223,archivar,NULL
