id,title,freq
1,être,NULL
2,avoir,NULL
3,aller,NULL
4,faire,NULL
5,dire,NULL
6,pouvoir,NULL
7,vouloir,NULL
8,savoir,NULL
9,voir,NULL
10,devoir,NULL
11,venir,NULL
12,suivre,NULL
13,parler,NULL
14,prendre,NULL
15,croire,NULL
16,aimer,NULL
17,falloir,NULL
18,passer,NULL
19,penser,NULL
20,attendre,NULL
21,trouver,NULL
22,laisser,NULL
23,arriver,NULL
24,donner,NULL
25,regarder,NULL
26,appeler,NULL
27,partir,NULL
28,mettre,NULL
29,rester,NULL
30,arrêter,NULL
31,connaître,NULL
32,demander,NULL
33,comprendre,NULL
34,sortir,NULL
35,entendre,NULL
36,chercher,NULL
37,aider,NULL
38,essayer,NULL
39,revenir,NULL
40,jouer,NULL
41,finir,NULL
42,perdre,NULL
43,sentir,NULL
44,rentrer,NULL
45,vivre,NULL
46,rendre,NULL
47,tenir,NULL
48,oublier,NULL
49,travailler,NULL
50,manger,NULL
51,entrer,NULL
52,devenir,NULL
53,commencer,NULL
54,payer,NULL
55,tirer,NULL
56,ouvrir,NULL
57,changer,NULL
58,excuser,NULL
59,dormir,NULL
60,occuper,NULL
61,marcher,NULL
62,envoyer,NULL
63,apprendre,NULL
64,boire,NULL
65,garder,NULL
66,montrer,NULL
67,asseoir,NULL
68,porter,NULL
69,prier,NULL
70,servir,NULL
71,écrire,NULL
72,retrouver,NULL
73,gagner,NULL
74,acheter,NULL
75,rappeler,NULL
76,lire,NULL
77,monter,NULL
78,quitter,NULL
79,emmener,NULL
80,toucher,NULL
81,continuer,NULL
82,raconter,NULL
83,répondre,NULL
84,sauver,NULL
85,rencontrer,NULL
86,fermer,NULL
87,valoir,NULL
88,compter,NULL
89,bouger,NULL
90,apporter,NULL
91,décider,NULL
92,vendre,NULL
93,expliquer,NULL
94,agir,NULL
95,adorer,NULL
96,recevoir,NULL
97,utiliser,NULL
98,coucher,NULL
99,préférer,NULL
100,offrir,NULL
101,préparer,NULL
102,choisir,NULL
103,conduire,NULL
104,chanter,NULL
105,présenter,NULL
106,accepter,NULL
107,refuser,NULL
108,terminer,NULL
109,amuser,NULL
110,intéresser,NULL
111,rire,NULL
112,pardonner,NULL
113,embrasser,NULL
114,danser,NULL
115,détester,NULL
116,maintenir,NULL
117,supposer,NULL
118,épouser,NULL
119,approcher,NULL
120,craindre,NULL
121,crier,NULL
122,inviter,NULL
123,arranger,NULL
124,remercier,NULL
125,répéter,NULL
126,signer,NULL
127,accompagner,NULL
128,oser,NULL
129,permettre,NULL
130,annuler,NULL
131,laver,NULL
132,"se plaindre",NULL
133,"faire du mal",NULL
134,"avoir besoin",NULL
135,épeler,NULL
136,traduire,NULL
137,éteindre,NULL
138,allumer,NULL
139,"se réveiller",NULL
140,ajouter,NULL
141,goûter,NULL
142,coûter,NULL
143,cuire,NULL
144,décrire,NULL
145,effacer,NULL
146,enseigner,NULL
147,nettoyer,NULL
148,noter,NULL
149,reconnaître,NULL
150,remplacer,NULL
151,visiter,NULL
152,souhaiter,NULL
153,tomber,NULL
154,acclamer,NULL
155,accorder,NULL
156,accourir,NULL
157,accrocher,NULL
158,accueillir,NULL
159,acquérir,NULL
160,adjoindre,NULL
161,admirer,NULL
162,annoncer,NULL
163,arracher,NULL
164,augmenter,NULL
165,"avoir raison",NULL
166,blaguer,NULL
